"Date","Price","Open","High","Low","Vol.","Change %"
"06/10/2013","292.91","298.35","300.58","289.30","6.54M","-1.94%"
"06/07/2013","298.70","302.26","306.61","294.84","5.90M","-1.56%"
"06/06/2013","303.44","300.77","306.41","300.77","5.58M","-0.20%"
"06/05/2013","304.04","301.32","306.71","300.48","5.73M","0.39%"
"06/04/2013","302.85","306.71","314.43","299.73","7.87M","-2.53%"
"06/03/2013","310.72","306.46","312.45","304.14","8.08M","0.24%"
"05/31/2013","309.97","312.89","316.11","308.79","6.91M","-1.19%"
"05/30/2013","313.69","311.66","315.71","307.50","15.05M","4.36%"
"05/29/2013","300.58","295.83","302.11","292.41","10.78M","2.71%"
"05/28/2013","292.66","290.88","295.43","287.52","7.20M","0.44%"
"05/27/2013","291.37","283.56","292.76","282.12","5.57M","2.22%"
"05/24/2013","285.04","289.40","293.01","279.85","9.20M","-1.01%"
"05/23/2013","287.96","284.25","290.48","282.22","8.01M","-0.03%"
"05/22/2013","288.06","292.96","294.99","285.93","6.00M","-0.61%"
"05/21/2013","289.84","298.30","299.88","288.90","7.55M","-3.01%"
"05/20/2013","298.84","302.36","312.84","296.82","9.37M","-0.43%"
"05/17/2013","300.13","298.05","305.13","297.61","7.05M","-0.10%"
"05/16/2013","300.43","303.74","306.17","299.09","5.24M","-1.68%"
"05/15/2013","305.57","299.24","308.64","298.89","8.51M","2.85%"
"05/14/2013","297.11","294.64","300.63","292.26","6.77M","0.96%"
"05/13/2013","294.29","302.41","306.51","292.76","3.83M","-3.29%"
"05/11/2013","304.29","305.57","305.57","303.00","323.12K","-0.48%"
"05/10/2013","305.77","296.92","306.71","296.07","7.47M","2.98%"
"05/09/2013","296.92","297.81","300.53","291.97","5.64M","-0.05%"
"05/08/2013","297.06","296.72","302.51","295.43","6.53M","0.62%"
"05/07/2013","295.23","289.45","297.51","289.45","5.54M","2.52%"
"05/06/2013","287.96","281.98","290.24","279.85","7.90M","1.91%"
"05/03/2013","282.57","290.83","291.23","281.53","8.49M","-3.95%"
"05/02/2013","294.19","292.56","297.61","288.95","9.28M","-0.89%"
"04/30/2013","296.82","293.06","297.81","288.01","8.05M","1.30%"
"04/29/2013","293.01","291.52","295.58","288.95","5.10M","-0.05%"
"04/26/2013","293.16","290.88","294.84","287.12","8.14M","1.02%"
"04/25/2013","290.19","282.47","292.91","281.73","9.86M","4.19%"
"04/23/2013","278.51","281.18","281.48","274.06","4.35M","-1.31%"
"04/22/2013","282.22","280.24","284.50","278.76","6.59M","0.99%"
"04/18/2013","279.45","265.45","281.38","264.66","10.87M","4.15%"
"04/17/2013","268.32","271.14","272.13","266.05","9.81M","0.09%"
"04/16/2013","268.07","262.19","269.56","260.01","6.58M","0.72%"
"04/15/2013","266.15","267.53","269.41","261.30","7.84M","-2.23%"
"04/12/2013","272.23","271.83","277.37","269.31","5.44M","-1.08%"
"04/11/2013","275.20","275.05","278.41","272.53","14.23M","3.79%"
"04/10/2013","265.16","261.20","266.15","254.97","7.41M","1.96%"
"04/09/2013","260.06","256.25","262.73","256.25","14.76M","2.39%"
"04/08/2013","253.98","255.11","258.03","250.51","4.79M","0.59%"
"04/05/2013","252.49","254.82","258.63","249.13","8.80M","-0.97%"
"04/04/2013","254.97","253.33","260.65","251.75","9.47M","0.20%"
"04/03/2013","254.47","263.23","264.17","252.99","13.15M","-3.74%"
"04/02/2013","264.36","259.81","265.90","255.81","10.57M","0.64%"
"04/01/2013","262.68","264.12","264.61","259.32","5.47M","-1.36%"
"03/28/2013","266.29","269.61","270.10","263.97","14.68M","-2.41%"
"03/26/2013","272.87","268.62","274.95","263.52","9.48M","1.86%"
"03/25/2013","267.88","270.55","272.87","266.00","8.42M","0.15%"
"03/22/2013","267.48","271.98","275.35","262.29","12.96M","-1.19%"
"03/21/2013","270.70","281.13","281.18","266.79","11.87M","-4.22%"
"03/20/2013","282.62","278.61","283.71","273.57","9.66M","1.44%"
"03/19/2013","278.61","285.04","286.87","275.40","9.59M","-1.83%"
"03/18/2013","283.81","286.82","286.92","282.07","5.96M","-1.46%"
"03/15/2013","288.01","297.76","298.05","286.92","9.58M","-3.29%"
"03/14/2013","297.81","295.83","299.49","289.89","8.53M","0.00%"
"03/13/2013","297.81","302.75","302.90","293.85","9.41M","-1.21%"
"03/12/2013","301.47","303.05","304.68","298.30","7.99M","1.05%"
"03/11/2013","298.35","301.17","303.64","296.92","5.82M","-0.74%"
"03/08/2013","300.58","302.65","304.63","297.46","7.53M","-0.68%"
"03/07/2013","302.65","303.74","304.83","299.34","9.95M","-1.13%"
"03/06/2013","306.12","299.88","308.14","299.44","14.14M","2.96%"
"03/05/2013","297.31","287.47","299.19","287.47","13.31M","3.71%"
"03/04/2013","286.67","285.93","289.35","282.72","9.78M","0.47%"
"03/01/2013","285.34","287.91","290.09","278.71","15.82M","0.30%"
"02/28/2013","284.50","290.14","290.14","277.57","14.61M","0.46%"
"02/27/2013","283.21","286.97","287.76","278.56","8.83M","-1.09%"
"02/26/2013","286.33","291.67","292.76","282.57","9.18M","-3.26%"
"02/25/2013","295.98","293.65","298.05","291.97","5.98M","2.14%"
"02/22/2013","289.79","291.82","294.39","286.77","8.35M","-1.56%"
"02/21/2013","294.39","297.90","298.50","292.17","7.70M","-2.10%"
"02/20/2013","300.72","303.99","305.97","298.30","7.10M","-0.91%"
"02/19/2013","303.49","302.26","305.23","300.03","5.44M","0.31%"
"02/18/2013","302.55","301.42","304.93","298.40","8.38M","0.44%"
"02/15/2013","301.22","284.99","302.65","284.94","12.62M","2.44%"
"02/14/2013","294.05","301.76","302.75","291.62","7.55M","-2.46%"
"02/13/2013","301.47","305.77","308.69","299.88","9.92M","2.06%"
"02/12/2013","295.38","291.13","296.67","288.36","6.69M","2.63%"
"02/11/2013","287.81","286.92","289.20","285.44","5.21M","1.93%"
"02/08/2013","282.37","288.90","292.07","281.68","10.00M","-1.11%"
"02/07/2013","285.54","282.37","287.71","282.27","5.76M","0.84%"
"02/06/2013","283.16","286.72","287.17","281.04","6.91M","-0.35%"
"02/05/2013","284.15","285.93","288.26","281.98","6.28M","-1.64%"
"02/04/2013","288.90","289.94","293.75","286.33","11.19M","3.67%"
"02/01/2013","278.66","294.64","297.31","265.40","17.26M","-5.49%"
"01/31/2013","294.84","294.19","296.62","291.87","7.07M","-0.40%"
"01/30/2013","296.02","299.88","300.77","294.99","8.02M","-1.66%"
"01/29/2013","301.02","302.75","312.55","299.78","13.43M","-1.40%"
"01/28/2013","305.28","297.81","306.91","297.16","10.71M","2.51%"
"01/25/2013","297.81","291.77","301.66","287.07","15.55M","2.57%"
"01/24/2013","290.34","283.66","292.86","278.81","36.90M","-6.26%"
"01/23/2013","309.73","313.64","315.32","306.81","7.29M","-1.73%"
"01/22/2013","315.17","320.02","321.11","311.95","6.10M","-1.45%"
"01/21/2013","319.82","325.61","326.50","318.83","3.91M","-1.61%"
"01/18/2013","325.06","326.60","328.87","322.54","5.02M","-0.12%"
"01/17/2013","325.46","320.66","327.73","320.66","10.06M","2.78%"
"01/16/2013","316.65","326.00","326.40","315.12","12.75M","-3.47%"
"01/15/2013","328.03","326.40","330.11","324.42","6.79M","1.18%"
"01/14/2013","324.22","327.73","329.42","323.38","7.21M","-0.82%"
"01/11/2013","326.89","331.30","332.58","323.33","7.37M","-0.99%"
"01/10/2013","330.16","327.98","333.82","327.14","12.75M","1.94%"
"01/09/2013","323.88","315.61","326.84","315.56","16.68M","4.20%"
"01/08/2013","310.82","310.67","312.99","309.83","7.30M","0.29%"
"01/07/2013","309.93","314.43","315.22","309.28","4.94M","-0.68%"
"01/04/2013","312.05","315.12","315.12","309.88","8.97M","-0.85%"
"01/03/2013","314.72","316.60","318.34","313.78","6.17M","0.03%"
"01/02/2013","314.63","315.12","317.54","312.89","6.93M","0.40%"
"01/01/2013","313.39","312.65","314.92","311.16","3.98M","1.31%"
"12/31/2012","309.33","306.22","310.47","306.22","3.58M","0.84%"
"12/28/2012","306.76","307.40","309.08","304.93","7.66M","0.27%"
"12/27/2012","305.92","303.74","310.67","301.71","13.24M","1.01%"
"12/26/2012","302.85","302.16","305.18","300.53","4.88M","-0.28%"
"12/24/2012","303.69","298.20","307.11","293.95","9.93M","2.52%"
"12/21/2012","296.22","297.36","299.93","294.44","5.49M","-1.80%"
"12/20/2012","301.66","304.53","305.92","299.29","8.17M","-0.93%"
"12/19/2012","304.48","296.82","305.32","296.32","11.76M","3.15%"
"12/18/2012","295.18","293.65","297.26","290.88","14.62M","1.46%"
"12/17/2012","290.93","289.79","292.66","288.01","8.38M","0.67%"
"12/14/2012","289.00","284.45","291.08","281.63","12.38M","1.46%"
"12/13/2012","284.84","279.21","287.27","278.36","19.68M","4.12%"
"12/12/2012","273.57","276.04","277.77","271.98","7.72M","-0.57%"
"12/11/2012","275.15","278.17","279.85","270.30","9.11M","-0.66%"
"12/10/2012","276.98","280.34","283.11","275.05","9.62M","-0.69%"
"12/07/2012","278.91","278.31","284.45","276.09","12.95M","0.37%"
"12/06/2012","277.87","274.36","278.96","270.94","10.68M","2.15%"
"12/05/2012","272.03","269.21","276.04","269.21","10.69M","1.25%"
"12/04/2012","268.67","270.35","272.48","266.44","6.79M","-0.20%"
"12/03/2012","269.21","270.10","273.86","268.22","9.74M","-0.50%"
"11/30/2012","270.55","275.05","280.99","269.06","71.76M","-1.79%"
"11/29/2012","275.49","265.16","276.73","264.76","20.22M","4.42%"
"11/27/2012","263.82","261.54","265.06","260.95","8.57M","1.31%"
"11/26/2012","260.41","259.22","264.36","258.97","7.71M","1.04%"
"11/23/2012","257.74","253.28","259.07","253.28","8.58M","0.68%"
"11/22/2012","256.00","261.45","265.55","254.67","7.59M","-2.54%"
"11/21/2012","262.68","264.07","265.16","261.20","5.34M","-0.23%"
"11/20/2012","263.28","265.21","267.48","258.92","6.94M","0.76%"
